,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
625,Renault KWID RXT,2016,260000,60000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72.0,5
626,Maruti Swift VDI,2011,300000,70000,Diesel,Individual,Manual,Second Owner,22.9,1248,74.0,190.0,5
627,Mahindra Bolero 2011-2019,2014,600000,50000,Diesel,Individual,Manual,Second Owner,15.96,2523,62.1,195.0,7
628,Honda Accord V6,2004,275000,100000,Petrol,Individual,Automatic,Second Owner,9.0,2997,218.0,196.0,5
629,Maruti Alto K10,2015,250000,52000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,90.0,5
630,Maruti Swift Dzire,2014,420000,80000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,190.0,5
631,Hyundai EON Era,2015,235000,50000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5,5
632,Mahindra Scorpio S10,2016,1100000,60000,Diesel,Individual,Manual,First Owner,15.4,2179,120.0,280.0,7
633,Maruti Alto K10,2019,360000,25000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,90.0,5
634,Hyundai Grand i10,2014,380000,50000,Diesel,Individual,Manual,Second Owner,24.0,1120,70.0,160.0,5
635,Ford EcoSport 1.5,2016,650000,125000,Diesel,Individual,Manual,First Owner,22.77,1498,98.59,205.0,5
636,Maruti Wagon R,2016,350000,80000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,90.0,5
637,Mahindra Bolero 2011-2019,2017,700000,70000,Diesel,Individual,Manual,First Owner,15.96,2523,63.0,180.0,9
638,Hyundai i20 Asta,2010,270000,90000,Diesel,Individual,Manual,Third Owner,23.0,1396,90.0,22.4,5
639,Tata Bolt Quadrajet,2017,450000,50000,Diesel,Individual,Manual,First Owner,22.95,1248,74.0,190.0,5
640,Mahindra Thar CRDe,2016,630000,101000,Diesel,Individual,Manual,First Owner,16.55,2498,105.0,247.0,6
641,Mahindra Xylo E4,2010,229999,168000,Diesel,Individual,Manual,First Owner,14.0,2498,112.0,260.0,7
642,Mahindra Xylo E4,2010,229999,168000,Diesel,Individual,Manual,First Owner,14.0,2498,112.0,260.0,7
643,Maruti Wagon R,2011,270000,40000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,90.0,5
644,Tata Indica Vista,2009,135000,28900,Petrol,Individual,Manual,Second Owner,0.0,1172,65.0,9.8,5
645,Maruti Wagon R,2012,275000,20000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,90.0,5
646,Jaguar XE 2016-2019,2017,2625000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999,177.0,430.0,5
647,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,202.0,5
648,Jaguar XF 2.0,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999,177.0,430.0,5
649,Tata Safari Storme,2015,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,320.0,7
650,Volvo XC40 D4,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969,190.0,400.0,5
651,Toyota Camry 2.5,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,213.0,5
652,Maruti Wagon R,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998,67.05,90.0,5
653,Maruti Baleno Alpha,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,190.0,5
654,Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,110.0,5
655,Toyota Innova 2.5,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494,100.6,200.0,7
656,Maruti Swift AMT,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,113.0,5
657,Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496,88.73,132.0,5
658,Maruti Swift AMT,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,113.0,5
659,Hyundai Grand i10,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186,73.97,190.24,5
660,BMW X4 M,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400.0,5
661,BMW X4 M,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400.0,5
662,Honda Amaze V,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,110.0,5
663,Skoda Rapid 1.6,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5,153.0,5
664,Volvo V40 D3,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,350.0,5
665,Mahindra TUV 300,2015,634000,165000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,240.0,7
666,Maruti A-Star Zxi,2012,235000,98500,Petrol,Individual,Manual,Second Owner,19.0,998,66.1,90.0,5
667,Hyundai i10 Asta,2008,275000,98000,Petrol,Individual,Manual,Third Owner,20.36,1197,78.9,111.8,5
668,Mahindra Thar CRDe,2014,700000,40000,Diesel,Individual,Manual,Second Owner,16.55,2498,105.0,247.0,6
669,Fiat Grande Punto,2013,400000,90000,Diesel,Individual,Manual,First Owner,20.3,1248,92.0,209.0,5
670,Maruti Alto LXi,2012,215000,90000,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,62.0,5
671,Hyundai Getz 1.5,2009,150000,110000,Diesel,Individual,Manual,Second Owner,17.1,1493,110.0,24.0,5
672,Maruti S-Cross 2017-2020,2018,950000,77800,Diesel,Individual,Manual,First Owner,25.1,1248,88.5,200.0,5
673,Mahindra TUV 300,2015,730000,100000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,240.0,7
674,Tata Indica V2,2012,135000,120000,Diesel,Individual,Manual,Second Owner,19.0,1405,71.0,135.0,5
675,Hyundai Xcent 1.2,2016,350000,80000,Petrol,Individual,Manual,Second Owner,19.1,1197,82.0,114.0,5
676,Mahindra KUV 100,2018,535000,21000,Petrol,Individual,Manual,Second Owner,18.15,1198,82.0,115.0,6
677,Maruti Swift Dzire,2018,455000,100000,Petrol,Individual,Manual,Second Owner,19.0,1197,85.8,114.0,5
678,Maruti Swift Dzire,2019,655000,25000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,113.0,5
679,Ford EcoSport 1.5,2019,800000,30000,Diesel,Individual,Manual,Third Owner,23.0,1498,98.96,205.0,5
680,Toyota Yaris V,2018,1100000,25000,Petrol,Individual,Automatic,First Owner,17.8,1496,105.5,140.0,5
681,Mercedes-Benz E-Class E250,2016,3000000,40000,Diesel,Individual,Automatic,First Owner,13.0,2143,204.0,500.0,5
682,Toyota Fortuner 4x2,2012,1225000,160000,Diesel,Individual,Automatic,First Owner,11.5,2982,169.0,343.0,7
683,Mahindra KUV 100,2018,340000,51492,Petrol,Individual,Manual,First Owner,18.15,1198,82.0,115.0,6
684,Volkswagen Vento Diesel,2011,300000,72000,Diesel,Individual,Manual,Second Owner,20.54,1598,103.6,250.0,5
685,Ford Figo 1.2P,2016,370000,60000,Petrol,Individual,Manual,First Owner,18.16,1196,86.8,112.0,5
686,Mahindra Bolero 2011-2019,2013,330000,136000,Diesel,Individual,Manual,Second Owner,15.96,2523,62.1,195.0,7
687,Hyundai Santro Xing,2014,238000,60000,Petrol,Individual,Manual,First Owner,17.92,1086,62.1,96.1,5
688,Hyundai Santro Xing,2006,72000,110000,Petrol,Individual,Manual,Second Owner,0.0,0,0.0,0.0,0
689,Hyundai Santro Xing,2013,200000,90000,Petrol,Individual,Manual,First Owner,17.92,1086,62.1,96.1,5
690,Nissan Sunny Diesel,2014,320000,91000,Diesel,Individual,Manual,Fourth & Above Owner,22.71,1461,84.8,200.0,5
691,Hyundai Santro Xing,2009,114999,90000,Petrol,Individual,Manual,Fourth & Above Owner,17.92,1086,62.1,96.1,5
692,Maruti Wagon R,2015,320000,50000,Petrol,Individual,Manual,Second Owner,20.51,998,67.04,90.0,5
693,Hyundai i10 Era,2010,210000,20000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,99.04,5
694,Mahindra Xylo D2,2011,200000,120000,Diesel,Individual,Manual,First Owner,14.0,2489,95.0,220.0,8
695,Maruti Wagon R,2009,135000,150000,Petrol,Individual,Manual,Second Owner,18.9,1061,67.0,84.0,5
696,Tata Indigo CS,2015,350000,52000,Diesel,Individual,Manual,First Owner,19.09,1405,69.01,135.0,5
697,Mahindra Bolero 2011-2019,2014,350000,167000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,180.0,8
698,Maruti Swift Dzire,2017,680000,40000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,190.0,5
699,Maruti Swift Vdi,2010,200000,190000,Diesel,Individual,Manual,Second Owner,17.8,1248,75.0,190.0,5
700,Renault KWID 1.0,2016,300000,50000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,91.0,5
701,Mahindra Xylo E6,2011,270000,70000,Diesel,Individual,Manual,Second Owner,14.0,2498,112.0,260.0,7
702,Maruti Wagon R,2012,225000,80000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,90.0,5
703,Mahindra Bolero DI,2008,250000,120000,Diesel,Individual,Manual,First Owner,13.6,2523,63.0,180.0,8
704,Mahindra TUV 300,2015,590000,40000,Diesel,Individual,Manual,Second Owner,18.49,1493,100.0,240.0,7
705,Hyundai EON Era,2015,290000,17000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5,5
706,Maruti Zen Estilo,2010,100000,180000,Petrol,Individual,Manual,Second Owner,19.0,998,67.1,90.0,5
707,Maruti Celerio VXI,2016,395000,50000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,90.0,5
708,Hyundai EON Era,2014,195000,65000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,74.5,5
709,Tata Nano Cx,2011,45000,10000,Petrol,Individual,Manual,Third Owner,26.0,624,35.0,48.0,4
710,Mahindra Bolero DI,2009,270000,70000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,180.0,8
711,Chevrolet Tavera Neo,2014,600000,90000,Diesel,Individual,Manual,Second Owner,13.58,2499,72.4,171.0,9
712,Hyundai i20 Asta,2015,715000,50000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,219.7,5
713,Hyundai Elite i20,2019,600000,10000,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,117.0,5
714,Mahindra TUV 300,2019,875000,25000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,240.0,7
715,Mahindra Scorpio M2DI,2011,420000,100000,Diesel,Individual,Manual,Second Owner,13.5,2179,115.0,277.5,5
716,Honda CR-V 2.4,2007,325000,70000,Petrol,Individual,Automatic,Second Owner,10.1,2354,152.0,215.0,5
717,Datsun GO Anniversary,2017,385000,30000,Petrol,Individual,Manual,First Owner,20.63,1198,67.06,104.0,5
718,Mahindra KUV 100,2016,300000,40000,Petrol,Individual,Manual,First Owner,18.15,1198,82.0,115.0,6
719,Hyundai i20 Sportz,2012,335000,135000,Diesel,Individual,Manual,First Owner,21.9,1396,88.76,219.6,5
720,Maruti Celerio LXI,2014,300000,35000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,90.0,5
721,Hyundai Accent GLE,2004,80000,120000,Petrol,Individual,Manual,Second Owner,13.2,1495,94.0,12.5,5
722,Mahindra Bolero 2011-2019,2012,400000,120000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,195.0,7
723,Tata Indigo CS,2012,168000,190000,Diesel,Individual,Manual,Second Owner,19.09,1396,69.0,135.0,5
724,Mahindra Bolero 2011-2019,2016,550000,120000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,195.0,9
725,Toyota Etios GD,2012,300000,120000,Diesel,Individual,Manual,Second Owner,0.0,0,0.0,0.0,0
726,Mahindra Bolero PLUS,2011,320000,175000,Diesel,Individual,Manual,Third Owner,13.6,2523,63.0,180.0,7
727,Mahindra Bolero 2011-2019,2011,320000,175000,Diesel,Individual,Manual,Third Owner,15.96,2523,63.0,180.0,9
728,Nissan Sunny XE,2011,350000,25000,Petrol,Individual,Manual,Second Owner,16.95,1498,97.7,134.0,5
729,Tata Manza Club,2013,280000,80000,Diesel,Individual,Manual,First Owner,21.02,1248,88.76,200.0,5
730,Hyundai Xcent 1.1,2017,550000,70000,Diesel,Individual,Manual,Second Owner,24.4,1120,71.0,180.4,5
731,Hyundai Xcent 1.2,2018,500000,10000,Petrol,Individual,Manual,First Owner,20.14,1197,81.86,113.75,5
732,Ford Freestyle Titanium,2019,700000,6000,Petrol,Individual,Manual,First Owner,19.0,1194,94.68,120.0,5
733,Skoda Rapid Ultima,2013,380000,90000,Diesel,Individual,Manual,Second Owner,20.5,1598,103.5,250.0,5
734,Mahindra Bolero 2011-2019,2012,340000,110000,Diesel,Individual,Manual,Second Owner,15.96,2523,63.0,180.0,9
735,Mahindra Bolero 2011-2019,2007,160000,120000,Diesel,Individual,Manual,Third Owner,13.6,2523,63.0,180.0,9
736,Toyota Innova 2.5,2014,750000,50000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,200.0,7
737,Hyundai Grand i10,2018,531000,20000,Petrol,Individual,Automatic,First Owner,18.9,1197,81.86,113.75,5
738,Renault KWID 1.0,2017,300000,35000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,91.0,5
739,Volkswagen Polo 1.5,2014,350000,60000,Diesel,Individual,Manual,Second Owner,20.14,1498,88.8,230.0,5
740,Chevrolet Beat LT,2010,150000,68000,Petrol,Individual,Manual,Fourth & Above Owner,18.6,1199,79.4,108.0,5
741,Maruti Swift VXI,2015,450000,30000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,113.0,5
742,Mahindra XUV500 W10,2017,1625000,54000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,330.0,7
743,Maruti Swift 1.3,2006,140000,65000,Petrol,Individual,Manual,Third Owner,0.0,0,0.0,0.0,0
744,Mahindra Bolero GLX,2004,250000,80000,Diesel,Individual,Manual,Third Owner,0.0,0,0.0,0.0,0
745,Tata Indica V2,2006,85000,120000,Diesel,Individual,Manual,Third Owner,16.8,1405,68.0,13.0,5
746,Hyundai Grand i10,2018,450000,30000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,113.75,5
747,Maruti Zen Estilo,2011,170000,55113,Petrol,Individual,Manual,First Owner,0.0,0,0.0,0.0,0
748,Tata Tiago 1.05,2017,360000,50000,Diesel,Individual,Manual,First Owner,27.28,1047,69.0,140.0,5
749,Maruti Alto K10,2020,390000,6000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,90.0,5
750,Maruti Eeco 7,2011,145000,50000,Petrol,Individual,Manual,Second Owner,15.37,1196,73.0,101.0,7
751,Mahindra Scorpio VLX,2012,540000,90000,Diesel,Individual,Manual,Third Owner,12.05,2179,120.0,290.0,8
752,Toyota Innova 2.5,2008,290000,126000,Diesel,Individual,Manual,Third Owner,12.8,2494,102.0,20.4,8
753,Tata Indigo eCS,2013,300000,90000,Diesel,Individual,Manual,First Owner,25.0,1396,69.0,140.0,5
754,Ford Figo Aspire,2017,565000,80000,Petrol,Individual,Manual,First Owner,18.16,1196,86.8,112.0,5
755,Mahindra Scorpio 2.6,2011,441000,70000,Diesel,Individual,Manual,Second Owner,10.5,2609,120.0,290.0,7
756,Hyundai Santro Xing,2003,50000,80000,Petrol,Individual,Manual,Second Owner,0.0,0,0.0,0.0,0
757,Hyundai EON Era,2011,180000,80000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,74.5,5
758,Hyundai EON D,2013,200000,80000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,74.5,5
759,Maruti Alto LX,2005,85000,150000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,62.0,5
760,Tata Indica V2,2006,67500,110000,Diesel,Individual,Manual,Fourth & Above Owner,17.88,1396,52.8,85.0,5
761,Maruti Vitara Brezza,2016,700000,110000,Diesel,Individual,Manual,Second Owner,24.3,1248,88.5,200.0,5
762,Volkswagen Polo Diesel,2010,275000,80000,Diesel,Individual,Manual,Fourth & Above Owner,22.07,1199,73.9,180.0,5
763,Hyundai Grand i10,2019,600000,20000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,113.75,5
764,Mahindra Xylo D2,2011,250000,120000,Diesel,Individual,Manual,First Owner,13.0,2489,95.0,220.0,8
765,Mahindra Bolero 2011-2019,2016,600000,120000,Diesel,Individual,Manual,First Owner,15.96,2523,63.0,180.0,9
766,Fiat Linea 1.3,2010,200000,80000,Diesel,Individual,Manual,Second Owner,20.4,1248,91.2,209.0,5
767,Hyundai Grand i10,2015,425000,91500,Diesel,Individual,Manual,Second Owner,24.0,1120,70.0,160.0,5
768,Maruti Swift Dzire,2012,420000,120000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,190.0,5
769,Hyundai i20 1.4,2012,321000,100000,Diesel,Individual,Manual,Second Owner,23.0,1396,90.0,22.4,5
770,Mahindra Xylo D4,2012,350000,120000,Diesel,Individual,Manual,Fourth & Above Owner,14.0,2498,112.0,260.0,8
771,Honda Amaze i-VTEC,2017,490000,80000,Petrol,Individual,Manual,First Owner,17.8,1198,86.7,109.0,5
772,Mahindra Scorpio S2,2015,680000,90000,Diesel,Individual,Manual,First Owner,15.4,2523,75.0,200.0,7
773,Maruti Alto K10,2016,298000,70000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,90.0,5
774,Hyundai Santro GLS,1999,80000,110000,Petrol,Individual,Manual,Second Owner,0.0,0,0.0,0.0,0
775,Mahindra Scorpio M2DI,2011,450000,150000,Diesel,Individual,Manual,Fourth & Above Owner,13.5,2179,115.0,277.5,5
776,Skoda Superb 1.8,2010,400000,60000,Petrol,Individual,Automatic,Second Owner,0.0,0,0.0,0.0,0
777,Tata Indica Vista,2012,250000,40000,Diesel,Individual,Manual,First Owner,22.3,1248,74.0,190.0,5
778,Ford Endeavour Hurricane,2013,1075000,110000,Diesel,Individual,Automatic,Third Owner,12.8,2953,156.0,380.0,7
779,Hyundai Grand i10,2017,500000,20000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,114.0,5
780,Ford Freestyle Trend,2019,681000,10000,Petrol,Individual,Manual,First Owner,19.0,1194,94.68,120.0,5
781,Mahindra XUV500 W8,2014,650000,90000,Diesel,Individual,Manual,Second Owner,15.1,2179,140.0,330.0,7
782,Chevrolet Aveo U-VA,2008,80000,70000,Petrol,Individual,Manual,Second Owner,15.26,1150,74.9,110.0,5
783,Mahindra Bolero SLX,2009,290000,120000,Diesel,Individual,Manual,First Owner,13.6,2523,63.0,180.0,7
784,Mahindra Scorpio 2.6,2006,220000,120000,Diesel,Individual,Manual,Second Owner,10.5,2179,120.0,290.0,8
785,Hyundai Santro Xing,2009,120000,90000,Petrol,Individual,Manual,Second Owner,0.0,1086,62.0,96.1,5
786,Datsun RediGO Sport,2017,229999,80000,Petrol,Individual,Manual,First Owner,22.7,799,53.0,72.0,5
787,Mahindra Bolero ZLX,2003,150000,132478,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,180.0,7
788,Maruti Swift Dzire,2014,500000,45000,Petrol,Individual,Manual,First Owner,19.1,1197,85.8,114.0,5
789,Tata Indigo CS,2013,175000,120000,Diesel,Individual,Manual,First Owner,19.09,1396,69.0,135.0,5
790,Ford Freestyle Titanium,2019,720000,10000,Petrol,Individual,Manual,First Owner,19.0,1194,94.68,120.0,5
791,Maruti 800 AC,2012,100000,51000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,59.0,4
792,Honda Civic 1.8,2009,250000,105000,Petrol,Individual,Automatic,Second Owner,12.9,1799,130.0,172.0,5
793,Mahindra XUV500 W6,2014,810000,100000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,330.0,7
794,Maruti Alto LXi,2010,165000,30000,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,62.0,5
795,Chevrolet Tavera Neo,2016,409999,60000,Diesel,Individual,Manual,Second Owner,12.2,1994,105.3,263.7,10
796,Maruti Swift VDI,2013,430000,86000,Diesel,Individual,Manual,Second Owner,22.9,1248,74.0,190.0,5
797,Datsun GO Plus,2015,300000,15000,Petrol,Individual,Manual,First Owner,20.62,1198,67.0,104.0,7
798,Maruti Swift Dzire,2011,350000,137500,Diesel,Individual,Manual,Third Owner,19.3,1248,73.9,190.0,5
799,Renault KWID 1.0,2018,400000,60000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,91.0,5
800,Chevrolet Enjoy 1.3,2016,420000,70000,Diesel,Individual,Manual,First Owner,18.2,1248,73.74,172.5,7
801,Maruti Wagon R,2015,430000,5000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,90.0,5
802,Maruti Swift VXI,2017,573000,30000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,113.0,5
803,Hyundai EON D,2015,210000,40000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5,5
804,Renault Duster 110PS,2015,600000,60000,Diesel,Individual,Manual,First Owner,19.01,1461,108.45,248.0,5
805,Honda City 2017-2020,2008,150000,70000,Petrol,Individual,Manual,Third Owner,17.7,1497,78.0,12.7,5
806,Tata Tigor 1.2,2019,550000,15000,Petrol,Individual,Manual,First Owner,20.3,1199,84.0,114.0,5
807,Maruti Swift Dzire,2011,320000,110000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,190.0,5
808,Maruti 800 AC,2000,80000,70000,Petrol,Individual,Manual,Fourth & Above Owner,16.1,796,37.0,59.0,4
809,Honda Amaze VX,2019,800000,10000,Diesel,Individual,Manual,First Owner,27.4,1498,98.63,200.0,5
810,Maruti Ertiga ZXI,2013,500000,60000,Petrol,Individual,Manual,First Owner,16.02,1373,93.7,130.0,7
811,Tata Manza Aura,2011,229999,110000,Diesel,Individual,Manual,Second Owner,18.8,1248,90.0,200.0,5
812,Maruti Ertiga ZXI,2013,500000,60000,Petrol,Individual,Manual,First Owner,16.02,1373,93.7,130.0,7
813,Hyundai i20 Asta,2015,630000,35000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7,5
814,Maruti Omni E,2016,190000,70000,Petrol,Individual,Manual,Second Owner,16.8,796,34.2,59.0,8
815,Tata Manza Aura,2011,229999,110000,Diesel,Individual,Manual,Second Owner,18.8,1248,90.0,200.0,5
816,Mahindra Bolero VLX,2011,450000,100000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,180.0,7
817,Maruti Alto Std,2008,95000,120000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,62.0,5
818,Maruti Omni 8,2009,101000,90000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796,35.0,6.1,8
819,Honda Amaze E,2016,500000,70000,Diesel,Individual,Manual,Second Owner,25.8,1498,98.6,200.0,5
820,Toyota Innova 2.5,2014,1019999,88000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,200.0,7
821,Hyundai EON Era,2012,244000,38000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5,5
822,Maruti Wagon R,2013,250000,90000,Petrol,Individual,Manual,Second Owner,20.51,998,67.04,90.0,5
823,Maruti Baleno Alpha,2016,660000,60000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,115.0,5
824,Hyundai i20 Magna,2010,270000,60000,Petrol,Individual,Manual,First Owner,18.5,1197,80.0,11.4,5
825,Maruti Ritz VDi,2012,280000,156060,Diesel,Individual,Manual,First Owner,23.2,1248,73.94,190.0,5
826,Hyundai Creta 1.6,2017,1050000,60000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,259.9,5
827,Maruti Swift Dzire,2017,525000,70000,Petrol,Individual,Manual,First Owner,20.85,1197,83.14,115.0,5
828,Hyundai Verna 1.6,2017,850000,35000,Diesel,Individual,Manual,First Owner,23.9,1582,126.2,259.9,5
829,Mahindra XUV500 W10,2016,1165000,50000,Diesel,Individual,Manual,First Owner,16.0,1997,140.0,320.0,7
830,Maruti Swift ZXI,2012,345000,50000,Petrol,Individual,Manual,Second Owner,18.6,1197,85.8,114.0,5
831,Hyundai Santro Xing,2007,95000,100000,Petrol,Individual,Manual,Second Owner,17.8,1086,63.0,9.8,5
832,Maruti Alto 800,2015,241000,15000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,69.0,5
833,Maruti Alto 800,2015,235000,20000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,69.0,5
834,Ford EcoSport 1.5,2015,615000,80000,Diesel,Individual,Manual,First Owner,22.77,1498,98.59,205.0,5
835,Mahindra Verito Vibe,2014,350000,110000,Diesel,Individual,Manual,Second Owner,20.8,1461,64.1,160.0,5
836,Maruti Wagon R,2014,350000,35000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,90.0,5
837,Maruti Wagon R,2014,380000,35000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,90.0,5
838,Tata Sumo Gold,2017,400000,140000,Diesel,Individual,Manual,First Owner,14.07,2956,69.01,223.0,7
839,Maruti Zen Estilo,2010,220000,40000,Petrol,Individual,Manual,First Owner,19.0,998,67.1,90.0,5
840,Tata Sumo GX,2008,270000,110000,Diesel,Individual,Manual,Third Owner,14.4,2179,120.0,25.5,7
841,Maruti Ritz ZXi,2012,275000,70000,Petrol,Individual,Manual,Second Owner,18.5,1197,85.8,114.0,5
842,Tata Indica Vista,2009,125000,100000,Diesel,Individual,Manual,Second Owner,17.0,1405,71.0,135.0,5
843,Hyundai i10 Sportz,2015,360000,20000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,99.04,5
844,Hyundai Grand i10,2019,550000,15000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,113.75,5
845,Ford Fiesta 1.4,2011,200000,70000,Petrol,Individual,Manual,Second Owner,16.6,1388,68.0,16.3,5
846,Mahindra KUV 100,2016,327000,20000,Petrol,Individual,Manual,First Owner,18.15,1198,82.0,115.0,6
847,Hyundai i10 Sportz,2016,425000,15000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,99.04,5
848,Maruti Swift Dzire,2017,620000,107000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,190.0,5
849,Tata Indica Vista,2011,130000,54000,Diesel,Individual,Manual,Second Owner,18.4,1248,75.0,190.0,5
850,Maruti Alto LX,2009,120000,58000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,62.0,5
851,Mahindra Scorpio SLE,2011,400000,110000,Diesel,Individual,Manual,Second Owner,12.05,2179,120.0,290.0,8
852,Hyundai Verna CRDi,2007,185000,90000,Diesel,Individual,Manual,Fourth & Above Owner,16.8,1493,110.0,24.0,5
853,Hyundai EON 1.0,2015,204999,43000,Petrol,Individual,Manual,Second Owner,20.3,998,68.05,94.14,5
854,Maruti Swift Dzire,2017,625000,43000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,190.0,5
855,Maruti Ertiga ZDI,2013,600000,60000,Diesel,Individual,Manual,First Owner,20.77,1248,88.8,200.0,7
856,Tata Indigo GLX,2011,150000,150000,Petrol,Individual,Manual,First Owner,12.8,1396,85.0,12.0,5
857,Renault KWID 1.0,2017,300000,35000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,91.0,5
858,Chevrolet Sail Hatchback,2013,229999,46000,Petrol,Individual,Manual,First Owner,18.2,1199,84.8,113.0,5
859,Maruti Omni E,2018,220000,10000,Petrol,Individual,Manual,First Owner,16.8,796,34.2,59.0,8
860,Hyundai i20 Asta,2016,576000,35000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7,5
861,Renault KWID RXT,2016,265000,50000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72.0,5
